LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,MEALS,Website,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
KBDA,NYCEEC,K,Urban Strategies 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-235-6151,1091 Sutter Ave,11208,1,119,1018065,184170,usheadstart1@aol.com,3,,7,2,19KBDA,40.671892,-73.878197,5,42,1194,3089620,3040390001,East New York                                                              
KASC,NYCEEC,K,Brevoort Children's Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-778-1069,250 Ralph Ave,11233,1,19,1005435,187319,hlareche@bksny.org,3,http://bksny.org,7,1,16KASC,40.68104,-73.9224,3,41,381,3325169,3016880001,Crown Heights North                                                        
KCEC,NYCEEC,K,Kreative Kare DCC,,718-443-1333,455 Wilson Ave ( Ground Floor ),11221,1,40,1008575,191854,kreativekare@aol.com,7,,8,1,32KCEC,40.693121,-73.912379,4,37,435,3077626,3033840006,Bushwick North                                                             
KAFB,NYCEEC,K,Epiphany Lutheran School,,718-773-7200,721 Lincoln Pl,11216,1,30,997555,183743,Crafton@foch.biz,7,,3,1,17KAFB,40.670862,-73.952347,8,35,31702,3032263,3012540063,Crown Heights North                                                        
KBKK,NYCEEC,K,Friends Of Crown Heights 29,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-778-1498,1435 Prospect Pl,11213,1,42,1003982,184593,saunders@foch.biz,7,http://fochdaycare.org,3,2,16KBKK,40.673175,-73.929039,8,36,347,3036100,3013610066,Crown Heights North                                                        
K319,DOE,K,P.S. 319,,718-388-1588,360 Keap St,11211,1,54,996991,197833,azamora@schools.nyc.gov,3,http://ps319williamsburg.org,3,1,14K319,40.709674,-73.954217,1,34,527,3063189,3024240001,North Side-South Side                                                      
KCHJ,NYCEEC,K,"Arista Prep, Inc.",,718-756-5550,221 Kingston Ave,11213,1,54,1000435,184294,aristaprep@gmail.com,3,http://aristaprepschool.org/,2,1,17KCHJ,40.672452,-73.941899,8,36,343,3330683,3012440006,Crown Heights North                                                        
K205,DOE,K,P.S. 205 Clarion,,718-236-2380,6701 20 Ave,11204,1,54,987836,163315,bgrater@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/20/k205,3,3,20K205,40.61527,-73.987149,11,47,256,3134749,3055710001,Bensonhurst West                                                           
KBOL,NYCEEC,K,"Phebeana Preschool, Inc.",,718-284-8147,160 Parkside Ave,11226,1,48,994507,177625,phebeanapreskool@aol.com,7,,6,1,17KBOL,40.654449,-73.962962,14,40,50804,3115913,3050530018,Flatbush                                                                   
K093,DOE,K,P.S. 093 William H Prescott,,718-604-7363,31 New York Ave,11216,1,36,999087,186633,sphilip@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/13/k093,3,3,13K093,40.679097,-73.94684,3,36,247,3053993,3018680007,Crown Heights North                                                        
KBTH,NYCEEC,K,Brightside Academy - Dekalb Ave,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-574-3710,844 Dekalb Ave,11221,1,16,1000255,191478,sfurbert@brightsideacademy.com,5,http://brightsideacademy.com,7,1,16KBTH,40.692428,-73.942116,3,36,281,3049690,3017820010,Stuyvesant Heights                                                         
KCHT,NYCEEC,K,"Baybee Lounge Daycare, Inc.",,347-955-4783,2745 Atlantic Ave,11207,1,15,1013935,185723,baybeelounge@gmail.com,3,http://baybeeloungedaycare.com,7,1,19KCHT,40.676183,-73.892876,5,37,1198,3083398,3036740045,East New York                                                              
KAWQ,NYCEEC,K,Macademy,,718-221-5566,1313 Un St,11225,1,18,998505,183018,qkmacademy@aol.com,5,http://macademytech.org,8,1,17KAWQ,40.668857,-73.948787,9,35,319,3032953,3012690054,Crown Heights South                                                        
K097,DOE,K,P.S. 97 The Highlawn,,718-372-1800,1855 Stillwell Ave,11223,1,54,988205,158329,icabello@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/21/k097,3,3,21K097,40.601433,-73.986139,11,47,404,3177680,3066670024,Bensonhurst East                                                           
K046,DOE,K,P.S. 046 Edward C Blum,,718-834-7694,100 Clermont Ave,11205,1,54,992161,192247,knicholson@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/13/k046,3,3,13K046,40.694633,-73.971165,2,35,187,3058088,3020450011,Fort Greene                                                                
KABD,NYCEEC,K,Bais Tziporah,,718-436-8336,1449 39th St,11218,1,27,989033,171984,btmsm@aol.com,5,,9,3,20KABD,40.638647,-73.982997,12,39,228,3328392,3053470058,Borough Park                                                               
KADN,NYCEEC,K,Zion Day Care,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-438-2862,5000 14th Ave,11219,1,40,986785,169923,Zion.daycare@thejnet.com,2,,6,2,20KADN,40.633057,-73.990593,12,44,236,3138079,3056490038,Borough Park                                                               
KATG,NYCEEC,K,Ahrc Francis Of Paola ELC,,718-782-1462,201 Conselyea St,11211,1,6,1000019,199974,Teresa.DelPriore@ahrcnyc.org,5,http://schools.ahrcnyc.org,3,1,14KATG,40.715378,-73.943001,1,34,497,3070199,3028920007,East Williamsburg                                                          
KCIO,NYCEEC,K,Honeydew Drop Playhouse,,718-941-2177,1113 Church Ave,11218,1,14,992888,175116,Honeydewplayhouse@gmail.com,2,http://honeydewdrop.com,1,1,17KCIO,40.647079,-73.969106,14,40,506,3116378,3050720035,Flatbush                                                                   
KCKZ,NYCEEC,K,"A2z Kidz Center, LLC",,718-758-7729,190 Exeter St,11235,1,40,998531,149742,jaynelipkovich@gmail.com,5,http://a2zdaycare.com,9,3,22KCKZ,40.577935,-73.948349,15,48,620,3246120,3087360026,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
KCIA,NYCEEC,K,Effie Bs ECDC Corp.,,718-735-5500,1171 Eastern Pkwy,11213,1,36,1003783,183072,effieb.center@gmail.com,3,http://effieskids.com,8,1,17KCIA,40.668726,-73.929617,8,41,349,3037378,3013910058,Crown Heights North                                                        
KBJR,NYCEEC,K,Friends Of Crown Heights 19,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,929-234-2838,370 New Lots Ave,11207,1,61,1013858,180317,CSORIANO8@YAHOO.COM,3,http://fochdaycare.org,3,1,19KBJR,40.66168,-73.893433,5,42,1128,3096389,3042980007,East New York (Pennsylvania Ave)                                           
KAUK,NYCEEC,K,NYL / WOC Midwood,,718-382-1060,1520 East 13th St,11230,1,16,995048,162397,Jessica.Molina@yai.org,5,http://yai.org/agencies/nyl,3,2,21KAUK,40.612044,-73.960799,14,48,542,3329249,3067590001,Midwood                                                                    
K289,DOE,K,P.S. 289 George V Brower,,718-493-3824,900 St Marks Ave,11213,1,48,1000334,185025,djeffer@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/17/k289,3,3,17K289,40.674794,-73.942639,8,36,341,3031050,3012290028,Crown Heights North                                                        
K215,DOE,K,P.S. 215 Morris H Weiss,,718-339-2464,415 Ave S,11223,1,54,992559,158723,above@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/21/k215,3,3,21K215,40.602084,-73.970013,15,47,41401,3178584,3066810169,Homecrest                                                                  
KBPL,NYCEEC,K,Recreation Rooms And Settlement Starrett Early Learning,,718-642-8724,1325 Pennsylvania Ave,11239,1,40,1017012,175603,ssippy@aol.com,7,,8,1,19KBPL,40.648321,-73.882265,5,42,105801,3343596,3044520085,Starrett City                                                              
K288,DOE,K,P.S. 288 The Shirley Tanyhill,,718-382-2100,2950 West 25 St,11224,1,36,986399,148501,dlamber3@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/21/k288,3,3,21K288,40.574411,-73.99194,13,47,342,3189538,3070540045,Seagate-Coney Island                                                       
K214,DOE,K,P.S. 214 Michael Friedsam,,718-647-1740,2944 Pitkin Ave,11208,1,108,1022233,185689,SMahabi@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/19/k214,3,3,19K214,40.676513,-73.863151,5,37,1202,3095254,3042430001,Cypress Hills-City Line                                                    
KCMT,NYCEEC,K,Glorious And Gifted ECC Inc.,,718-812-0426,421 Throop Ave,11221,1,20,1000382,190102,dlittlestardaycare@yahoo.com,5,,9,3,16KCMT,40.688462,-73.942018,3,36,279,3050770,3018060007,Stuyvesant Heights                                                         
KCOU,NYCEEC,K,My Sunshine Kids Inc.,,718-877-9833,928 55th St,11219,1,54,983195,171140,mysunshinekids.ecc@gmail.com,5,,9,3,20KCOU,40.636458,-74.003567,12,38,116,3421364,3056807501,Borough Park                                                               
KAVQ,NYCEEC,K,Hebrew Educational Society,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-241-3000,9502 Seaview Ave,11236,1,63,1014511,169772,Alessandra@thehes.org,3,http://thehes.org,3,1,18KAVQ,40.632808,-73.89122,18,46,1028,3235056,3083180008,Canarsie                                                                   
KBRB,NYCEEC,K,Infinity UPK,,718-336-1981,1972 East 34th St,11234,1,56,1002772,161157,infinityoffice@infinitypreschool.org,5,http://infinitypreschool.org,4,1,22KBRB,40.60935,-73.933418,18,46,636,3240023,3085000077,Georgetown-Marine Park-Bergen Beach-Mill Basin                             
K212,DOE,K,P.S. 212 Lady Deborah Moody,,718-266-4841,87 Bay 49 St,11214,1,54,988250,153341,jmarsel@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/21/k212,3,3,21K212,40.587616,-73.985948,13,47,314,3187407,3069170001,Gravesend                                                                  
KBQF,NYCEEC,K,Cinderella Day Care,,718-743-1841,130 Brighton 11th St,11235,1,18,995871,150512,cinderelladcc@optonline.com,3,http://cinderelladaycare.com,7,1,21KBQF,40.579529,-73.958028,13,48,61004,3245391,3087070427,Brighton Beach                                                             
K011,DOE,K,P.S. 011 Purvis J Behan,,718-638-2661,419 Waverly Ave,11238,1,72,993685,189033,awright3@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/13/k011,3,3,13K011,40.685491,-73.966291,2,35,199,3332865,3019620010,Clinton Hill                                                               
KBPG,NYCEEC,K,Help I,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-498-4002,515 Blake Ave,11207,1,38,1011979,182425,cviruet@helpusa.org,3,http://helpusa.org,7,1,19KBPG,40.667082,-73.899963,5,42,1134,3252577,3037660001,East New York (Pennsylvania Ave)                                           
KBAW,NYCEEC,K,Bet Yaakov Ohr Sarah,,718-627-8758,1123 Ave N,11230,2,55,994613,163502,tsena@orotsarah.com,5,,9,3,21KBAW,40.615246,-73.963056,14,48,768,3180770,3067400049,Midwood                                                                    
KBRZ,NYCEEC,K,Bushwick United HDFC 3,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-453-9040,331 Central Ave,11221,1,20,1006609,192524,MARYANGELC@BUSHWICKUNITED.ORG,5,http://bushwickunited.org,9,3,32KBRZ,40.694817,-73.919402,4,37,419,3075906,3033150001,Bushwick South                                                             
KBTL,NYCEEC,K,Gan Yisroel,,718-853-9853,3909 15th Ave,11218,1,58,989272,171548,ll@ganyisroel.org,5,http://ganyisroel.org/,9,3,20KBTL,40.637845,-73.981999,12,39,228,3125790,3053650006,Borough Park                                                               
KCJR,NYCEEC,K,A To Z DCC,,718-368-1234,3053 Ave U,11229,1,29,1001782,158293,jaynelipkovich@gmail.com,3,http://a2zdaycare.com,7,1,22KCJR,40.600983,-73.936919,15,46,568,3199284,3073400046,Madison                                                                    
K290,DOE,K,P.S. 290 Juan Morel Campos,,718-647-1113,135 Schenck Ave,11207,1,18,1014898,186364,wgeorge@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/19/k290,7,3,19K290,40.67789,-73.889758,5,37,1198,3087821,3039490018,East New York                                                              
KCPD,NYCEEC,K,Little Sunshine Child Development,,347-673-7239,2102 70th St,11204,1,12,987976,162301,littlesunshine.cd@gmail.com,5,http://littlesunshinecdc.com,9,3,20KCPD,40.612199,-73.986378,11,44,258,3157486,3061750006,Bensonhurst West                                                           
KBEQ,NYCEEC,K,Brooklyn Developmental Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-235-8800,888 Fountain Ave,11208,1,17,1021619,178530,shayswann@aol.com,3,,3,1,19KBEQ,40.656717,-73.86441,5,42,1070,3327531,3045860300,East New York                                                              
KCIW,NYCEEC,K,IP Kids Montessori,,718-633-1178,850 50th St,11220,1,87,983551,172516,JLee7818@gmail.com,3,,3,2,20KCIW,40.640435,-74.002598,12,38,108,3137829,3056440027,Sunset Park East                                                           
K636,DOE,K,Young Scholars' Academy For Discovery And Exploration,,718-453-4081,280 Hart St,11206,1,36,1000728,192084,tallen3@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/16/k636,3,3,16K636,40.694086,-73.940744,3,36,281,3049420,3017730014,Stuyvesant Heights                                                         
KCOH,NYCEEC,K,Sweet Home DCC,,718-871-4301,927 Macdonald Ave,11218,1,36,990640,169321,dmitriyuspenskiy@hotmail.com,5,,9,3,20KCOH,40.631512,-73.977299,14,44,478,3127549,3054080055,Borough Park                                                               
K254,DOE,K,P.S. 254 Dag Hammarskjold,,718-743-0890,1801 Ave Y,11235,1,54,997727,154490,lalhono@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/22/k254,3,3,22K254,40.590423,-73.951753,15,48,592,3203132,3074200026,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
KBPD,NYCEEC,K,Sylvia Klein CCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-647-2274,720 Euclid Ave,11208,1,20,1019855,183139,sylviaklein.daycare@verizon.net,3,,4,2,19KBPD,40.669298,-73.870437,5,42,1210,3337053,3042920061,East New York                                                              
KABU,NYCEEC,K,Be - Er Hagolah Institutes,,718-642-6800,671 Louisiana Ave,11239,1,72,1016772,174547,bhagolah@aol.com,3,http://beerhagolah.org,3,1,19KABU,40.645638,-73.883643,5,42,105804,3339160,3044520080,Starrett City                                                              
KAZQ,NYCEEC,K,Bedford Stuyvesant ECDC,,718-455-5565,281 Stuyvesant Ave,11221,1,18,1003046,188799,spiveys@bsecdc.org,5,,9,3,16KAZQ,40.684933,-73.932441,3,36,295,3045801,3016560004,Stuyvesant Heights                                                         
KATR,NYCEEC,K,Warbasse Nursery School,,718-266-5585,2785 West 5th St,11224,1,16,992605,150820,lauraok@warbassenurseryschool.com,5,http://warbassenurseryschool.com,7,1,21KATR,40.5804,-73.971636,13,47,35601,3320736,3072530001,West Brighton                                                              
